name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Houston	, Texas",2023-01-09,66.3,51.8,59.2,66.3,51.8,59.2,50.2,73.2,0,0,0,,0,0,19.7,12.7,108.3,1022.1,26.1,9.1,119.3,10.2,6,10,2023-01-09T07:18:03,2023-01-09T17:39:22,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-01-10,75.5,59.1,65.3,75.5,59.1,65.3,60.3,85.4,0,0,0,,0,0,21.8,13.8,202.8,1017.5,58.6,5.6,106.5,9.1,6,10,2023-01-10T07:18:04,2023-01-10T17:40:11,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-01-11,79.1,62.9,71.5,79.1,62.9,71.5,64.7,80.1,0,0,0,,0,0,31.4,16.3,219.5,1013.8,83.7,9.3,111.8,9.8,7,60,2023-01-11T07:18:03,2023-01-11T17:41:00,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-01-12,71.6,53.6,62.1,71.6,53.6,62.1,44.2,54.2,0.007,100,8.33,rain,0,0,33.9,19.8,313,1019.4,43.2,9.7,91.2,7.9,4,30,2023-01-12T07:18:01,2023-01-12T17:41:50,0.69,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-01-13,59.9,44.6,52.2,59.9,37.5,49.8,23.2,34,0,0,0,rain,0,0,35,21.4,345.1,1027.1,17.2,9.9,122.3,10.5,7,10,2023-01-13T07:17:57,2023-01-13T17:42:40,0.73,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-01-14,61.6,44.5,53,61.6,40.7,51.8,33.3,48.8,0,0,0,rain,0,0,19.8,15.6,114.2,1024.7,34.3,9.9,127.5,11,7,10,2023-01-14T07:17:51,2023-01-14T17:43:30,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-01-15,71.8,52.9,64.1,71.8,52.9,64.1,54.9,73.1,0,0,0,rain,0,0,36.2,27.3,156.2,1015.1,93.9,9.9,62.8,5.6,3,10,2023-01-15T07:17:44,2023-01-15T17:44:21,0.79,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-01-16,75.4,66.3,69.8,75.4,66.3,69.8,62,76.6,0,0,0,rain,0,0,26.1,17.1,186,1009.3,96.9,7.5,41.5,3.7,2,10,2023-01-16T07:17:34,2023-01-16T17:45:12,0.83,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-01-17,77.4,66.2,70.1,77.4,66.2,70.1,65.6,86.9,0,0,0,rain,0,0,25.3,16.7,184,1008.8,87.9,4.8,93.5,8.1,5,10,2023-01-17T07:17:24,2023-01-17T17:46:03,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-01-18,74.5,64.7,69.5,74.5,64.7,69.5,61.1,76.9,0.084,100,20.83,rain,0,0,32.3,20.6,178.6,1008.2,81.6,6.3,53.8,4.7,4,30,2023-01-18T07:17:11,2023-01-18T17:46:55,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-01-19,69.5,58,63.4,69.5,58,63.4,28.4,27,0,0,0,,0,0,25.3,16.1,338.4,1017.5,26,9.9,126.3,10.7,7,10,2023-01-19T07:16:57,2023-01-19T17:47:46,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-01-20,58.4,48.8,53.1,58.4,44.2,52.9,37.7,57,0.013,100,12.5,rain,0,0,25.3,15.6,64.3,1021.2,98.9,9.6,29.8,2.5,2,10,2023-01-20T07:16:41,2023-01-20T17:48:38,0.96,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-01-21,52.9,48.4,51.5,52.9,42.3,50.9,46.8,84.2,0.019,100,37.5,rain,0,0,33.3,17.2,78.6,1014.9,99,8.6,19.5,1.6,1,10,2023-01-21T07:16:24,2023-01-21T17:49:30,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-01-22,59.4,48.1,52.6,59.4,42.8,51.6,37,59.8,0,0,0,,0,0,25.9,16.6,328.9,1015.2,34.8,9,133.4,11.5,7,10,2023-01-22T07:16:05,2023-01-22T17:50:22,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-01-23,57.3,41,49.3,57.3,36.2,46.9,32.9,54.9,0,0,0,,0,0,25.3,17.5,90.2,1022.1,43.1,9.9,120,10.5,7,10,2023-01-23T07:15:45,2023-01-23T17:51:15,0.06,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-01-24,69.3,48.2,53.4,69.3,41.4,52.2,49.3,86.4,0.818,100,41.67,rain,0,0,58.4,40.9,109.1,1010.5,88.2,6.8,11.5,0.8,1,30,2023-01-24T07:15:22,2023-01-24T17:52:07,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-01-25,52,42.8,46.2,52,35,41.2,35,65.5,0,0,0,,0,0,32.1,21.3,324.6,1018.9,69.8,9.9,130,11.2,6,10,2023-01-25T07:14:59,2023-01-25T17:52:59,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-01-26,55.7,39,47.5,55.7,32.9,45.6,32.1,57.8,0,0,0,,0,0,19.7,10.6,342,1027.5,13.2,9.9,143.4,12.2,7,10,2023-01-26T07:14:33,2023-01-26T17:53:51,0.16,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-01-27,55.6,45.3,51.4,55.6,40.9,50.6,35.5,54.9,0,0,0,,0,0,18.3,12.7,128.2,1026.2,67,9.9,49.6,4.4,2,10,2023-01-27T07:14:07,2023-01-27T17:54:43,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-01-28,70,55.6,64,70,55.6,64,59,84.3,0.054,100,33.33,rain,0,0,35.4,23.2,156.3,1018.3,99.2,7.7,25.8,2.2,1,10,2023-01-28T07:13:38,2023-01-28T17:55:35,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-01-29,74.8,58.5,68.8,74.8,58.5,68.8,65.9,90.6,0.14,100,54.17,rain,0,0,27.2,16.8,193.9,1015.3,98,6.7,46.9,4.1,4,10,2023-01-29T07:13:08,2023-01-29T17:56:27,0.26,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-01-30,55.7,37.6,44.4,55.7,28.7,38.7,43.6,97,0.002,100,4.17,rain,0,0,26.4,16.5,344.6,1020.1,100,3,26.5,2.1,1,10,2023-01-30T07:12:37,2023-01-30T17:57:19,0.3,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-01-31,42.9,35.9,38.3,36.4,26.4,30.1,37.2,95.6,0.004,100,4.17,rain,0,0,28.6,20.5,348.1,1022.2,100,4.3,27.8,2.4,2,10,2023-01-31T07:12:04,2023-01-31T17:58:10,0.33,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-01,39.6,36,38.1,34.4,27,30.2,36.9,95.4,0.068,100,29.17,rain,0,0,25.3,19.9,353.5,1023.3,99.8,5.7,18.5,1.5,1,10,2023-02-01T07:11:30,2023-02-01T17:59:01,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-02,41.2,37.7,39.5,34.8,29.1,32.5,38.3,95.4,0.146,100,54.17,rain,0,0,28.9,19.8,337.1,1022.7,99.1,5.2,18.2,1.5,1,10,2023-02-02T07:10:54,2023-02-02T17:59:52,0.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-03,57.5,39.4,47.3,57.5,31.3,43.8,37.7,72.7,0,0,0,,0,0,23,14.9,350.2,1031,49.8,8.1,144.7,12.5,7,10,2023-02-03T07:10:17,2023-02-03T18:00:43,0.43,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-04,62.6,42.8,52.3,62.6,36.4,50.3,40.7,65.8,0,0,0,,0,0,18.3,13.1,120.6,1028.2,26.4,9.9,133.3,11.6,7,10,2023-02-04T07:09:39,2023-02-04T18:01:34,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-05,72.4,52.9,61.9,72.4,52.9,61.9,53.7,76.7,0,0,0,,0,0,19.7,12.9,157.1,1022.2,67.5,9.7,116.7,10,6,10,2023-02-05T07:08:59,2023-02-05T18:02:24,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-06,71.8,58.5,64.6,71.8,58.5,64.6,57.1,77.9,0,0,0,,0,0,30.7,22.1,154.7,1017.6,65.2,9.6,107.6,9.2,5,10,2023-02-06T07:08:18,2023-02-06T18:03:14,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-07,73.6,61.9,67.1,73.6,61.9,67.1,62.5,85.2,0,0,0,rain,0,0,30.1,23.6,131.5,1015.6,96.1,8.3,45.8,4.2,2,10,2023-02-07T07:07:35,2023-02-07T18:04:04,0.57,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-08,77.2,49.6,63.3,77.2,46.7,63.1,59.2,87.1,0.068,100,20.83,rain,0,0,35.4,22.2,193.4,1015.7,87.9,7,41.6,3.5,2,30,2023-02-08T07:06:51,2023-02-08T18:04:53,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-09,71,47.5,57.6,71,43.1,56.6,42.8,63.2,0,0,0,,0,0,20.8,15.6,156.2,1019,28.8,9.9,148.4,13,8,10,2023-02-09T07:06:06,2023-02-09T18:05:42,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-10,58.7,45.5,53.2,58.7,39.3,52,40.2,61.8,0,0,0,,0,0,33,20.6,327.4,1023.4,66.7,9.9,94.8,8.3,4,10,2023-02-10T07:05:20,2023-02-10T18:06:31,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-11,51.4,39.2,45.4,51.4,31.7,40.8,34.4,65.5,0,0,0,,0,0,32.2,20.5,321.5,1024.7,68.8,9.9,109.1,9.3,6,10,2023-02-11T07:04:32,2023-02-11T18:07:19,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-12,64.6,43.8,53.1,64.6,40.6,51.6,38.2,59.3,0,0,0,,0,0,18.3,12.4,270.6,1021.6,27.3,9.9,139.4,11.9,8,10,2023-02-12T07:03:44,2023-02-12T18:08:07,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-13,71.2,52.4,60.7,71.2,52.4,60.7,49.5,68.3,0,0,0,,0,0,25.3,16.6,153.9,1016.7,39.3,9.7,143.6,12.4,8,10,2023-02-13T07:02:54,2023-02-13T18:08:55,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-14,78,61.9,69.7,78,61.9,69.7,60.1,73.7,0.047,100,12.5,rain,0,0,38,25,188.3,1007.7,74.8,7.4,113.6,9.7,6,10,2023-02-14T07:02:03,2023-02-14T18:09:42,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-15,73.8,66.2,70.1,73.8,66.2,70.1,68.2,93.9,0,0,0,,0,0,27.7,19.3,160.4,1009.3,99.2,3.2,39.8,3.4,2,60,2023-02-15T07:01:11,2023-02-15T18:10:29,0.84,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-16,71.8,48.4,59.4,71.8,41.1,59.1,44.7,61.1,0.013,100,12.5,rain,0,0,41.1,27.1,332.8,1014.5,99.9,8.2,40.1,3.5,2,60,2023-02-16T07:00:18,2023-02-16T18:11:15,0.88,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-17,52.2,36.9,44.5,52.2,25.6,38,22.4,42.1,0,0,0,,0,0,43,23.6,345.1,1028.8,31.1,9.9,141.9,12.2,7,10,2023-02-17T06:59:24,2023-02-17T18:12:01,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-18,54.7,39.7,47.7,54.7,33.4,44.9,29.6,50.7,0,0,0,,0,0,28.1,15.1,106.9,1029.4,34.9,9.9,115.9,9.9,6,10,2023-02-18T06:58:28,2023-02-18T18:12:47,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-19,73.7,48,61,73.7,44.8,60.4,53,76.7,0,0,0,,0,0,19.7,13.2,160.4,1022.6,72.9,9.4,125.5,10.8,7,10,2023-02-19T06:57:32,2023-02-19T18:13:32,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-20,77.3,63.2,69.6,77.3,63.2,69.6,65.2,86.8,0.003,100,8.33,rain,0,0,25.3,17.3,229,1016.6,88.8,6.3,78.1,6.7,3,10,2023-02-20T06:56:35,2023-02-20T18:14:17,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-21,79.3,69.7,72.6,79.3,69.7,72.6,65.9,80.5,0,0,0,,0,0,34.3,23,202.2,1010,92.7,7.9,110,9.5,5,10,2023-02-21T06:55:37,2023-02-21T18:15:01,0.05,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-22,79.1,69.9,72.9,79.1,69.9,72.9,68.3,85.9,0.036,100,20.83,rain,0,0,37.7,24.4,179.1,1005.5,87.7,4.2,83,7.2,4,10,2023-02-22T06:54:38,2023-02-22T18:15:45,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-23,82.4,70,74,85.3,70,74.3,69.2,86,0,0,0,,0,0,20.8,15.3,149.3,1013.7,92.5,4.1,89.6,7.8,5,10,2023-02-23T06:53:38,2023-02-23T18:16:29,0.11,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-24,79.8,69.9,73.1,79.8,69.9,73.1,69,87.8,0,0,0,,0,0,21.9,13.8,129.1,1020.3,91.8,4.4,84.9,7.3,3,10,2023-02-24T06:52:37,2023-02-24T18:17:12,0.15,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-25,81.3,64.8,72.4,82.4,64.8,72.5,65.6,81.4,0.001,100,4.17,rain,0,0,23,16.6,153.4,1021.6,75.5,5.4,101.1,8.7,6,10,2023-02-25T06:51:36,2023-02-25T18:17:55,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-26,79.2,70,73.3,79.2,70,73.3,65.6,78.9,0,0,0,,0,0,36,22.8,170,1014.9,84.5,6.7,131.5,11.3,6,10,2023-02-26T06:50:34,2023-02-26T18:18:38,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-27,82.5,67.9,74.4,80.2,67.9,74,53.3,56.7,0,0,0,,0,0,34.3,15.5,241.7,1009.7,77.6,6.5,114.9,10,7,10,2023-02-27T06:49:31,2023-02-27T18:19:20,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-02-28,81.1,67.3,72.8,83.2,67.3,72.9,66,80.3,0,0,0,,0,0,25.3,19.2,188,1010.5,75.1,6.3,131.5,11.3,8,10,2023-02-28T06:48:27,2023-02-28T18:20:01,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-01,82.1,71.7,75,85,71.7,75.4,69.6,84.1,0,0,0,,0,0,36.8,26.6,164.4,1008.6,83.4,5.7,120.8,10.5,6,30,2023-03-01T06:47:22,2023-03-01T18:20:43,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-02,77.3,71.7,74.1,77.3,71.7,74.1,70.5,88.7,0.002,100,4.17,rain,0,0,39.7,30.3,159.1,1002,87.1,4,31.7,2.7,1,30,2023-03-02T06:46:17,2023-03-02T18:21:24,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-03,71.2,55.5,63.3,71.2,55.5,63.3,39.8,44.6,0.005,100,4.17,rain,0,0,42.7,27.1,311.9,1005,33.3,8.8,201.5,17.4,8,10,2023-03-03T06:45:12,2023-03-03T18:22:05,0.38,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-04,77.8,54.7,64.7,77.8,54.7,64.7,46.8,55,0,0,0,,0,0,21.9,13.9,114.5,1014,8,9.2,170.8,14.9,8,10,2023-03-04T06:44:05,2023-03-04T18:22:45,0.41,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-05,77.1,58,66.3,77.1,58,66.3,54.2,68.4,0,0,0,,0,0,19.7,13.3,132.5,1017,17.8,8.3,181.8,15.8,9,10,2023-03-05T06:42:58,2023-03-05T18:23:25,0.44,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-06,81.9,62.2,71.4,83.7,62.2,71.7,66.7,86.6,0,0,0,,0,0,20.8,14.9,154.8,1015.7,89,4.1,90.4,7.9,4,10,2023-03-06T06:41:51,2023-03-06T18:24:05,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-07,82.4,69.9,74,84.7,69.9,74.3,69,85.4,0,0,0,,0,0,24.2,14.3,151.5,1015.8,95.2,5.2,97,8.2,6,60,2023-03-07T06:40:43,2023-03-07T18:24:44,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-08,82.4,68,73.7,84.2,68,74.1,67.3,82,0,0,0,,0,0,24.2,18.1,148.4,1017.1,74.1,5.8,145.7,12.5,7,30,2023-03-08T06:39:35,2023-03-08T18:25:23,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-09,85,67.9,74,85.2,67.9,74.1,65.5,77.9,0,0,0,,0,0,27.6,17.8,167.3,1016.4,63.1,5.9,134.8,11.8,6,10,2023-03-09T06:38:26,2023-03-09T18:26:02,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-10,79.8,69.6,73.4,79.8,69.6,73.4,64.9,76.6,0.001,100,4.17,rain,0,0,16.1,10.1,156.8,1016.1,68.9,7.2,148.7,12.6,7,10,2023-03-10T06:37:16,2023-03-10T18:26:41,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-11,83,68.1,74.5,84.1,68.1,74.7,65.9,76.8,0,0,0,,0,0,32.3,17.8,187.7,1009.2,71.8,7.1,157.2,13.7,7,30,2023-03-11T06:36:07,2023-03-11T18:27:19,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-12,79.4,61.8,72.2,79.4,61.8,72.2,63.5,75.2,0,0,0,,0,0,36.1,22.3,291,1007.6,76.3,7.1,165.7,13.7,8,30,2023-03-12T07:34:57,2023-03-12T19:27:57,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-13,68.3,53.8,59.9,68.3,53.8,59.9,40.9,51,0,0,0,,0,0,34.5,21.9,52.5,1018.7,38.6,9.8,87.7,7.7,5,10,2023-03-13T07:33:46,2023-03-13T19:28:35,0.72,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-14,64.6,52.1,58.8,64.6,52.1,58.8,35.7,43.3,0,0,0,,0,0,25.9,18.4,87.2,1022.6,48.8,9.5,94.3,8.1,6,10,2023-03-14T07:32:36,2023-03-14T19:29:13,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-15,68.3,49,59.1,68.3,44.7,58.6,44.9,59.8,0,0,0,,0,0,31.1,19,115.8,1022,30.2,8.3,167.4,14.5,8,10,2023-03-15T07:31:25,2023-03-15T19:29:50,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-16,73.6,62.6,68.4,73.6,62.6,68.4,64.1,86.5,0.04,100,29.17,rain,0,0,37.3,23.6,159.2,1011.9,94.5,5.4,19.2,1.7,1,30,2023-03-16T07:30:13,2023-03-16T19:30:28,0.82,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-17,71.8,44.9,52.5,71.8,36.8,49.4,41.9,71.2,0.465,100,50,rain,0,0,43.5,27.7,336.2,1015.5,70.2,7.8,105,9,6,30,2023-03-17T07:29:02,2023-03-17T19:31:05,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-18,53.9,46.6,50.2,53.9,41.1,47.9,27.7,42.1,0.001,100,4.17,rain,0,0,30.5,19.9,0.9,1024.6,67.2,9.8,36.6,3.2,2,10,2023-03-18T07:27:50,2023-03-18T19:31:42,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-19,57.4,42.9,50,57.4,35.7,47.5,21,32,0,0,0,,0,0,25.3,16,7.6,1030.4,38,9.9,159.9,13.6,8,10,2023-03-19T07:26:39,2023-03-19T19:32:18,0.93,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
